audio,etiqueta,nombre
data\outputA\LA_E_2650417_2s.flac,spoof,LA_E_2650417
data\outputA\LA_E_2650482_2s.flac,spoof,LA_E_2650482
data\outputA\LA_E_2650498_2s.flac,spoof,LA_E_2650498
data\outputA\LA_E_2650556_2s.flac,spoof,LA_E_2650556
data\outputA\LA_E_2650700_2s.flac,spoof,LA_E_2650700
data\outputA\LA_E_2650783_2s.flac,spoof,LA_E_2650783
data\outputA\LA_E_2650827_2s.flac,spoof,LA_E_2650827
data\outputA\LA_E_2650900_2s.flac,spoof,LA_E_2650900
data\outputA\LA_E_2651230_2s.flac,spoof,LA_E_2651230
data\outputA\LA_E_2651233_2s.flac,spoof,LA_E_2651233
data\outputA\LA_E_2651372_2s.flac,spoof,LA_E_2651372
data\outputA\LA_E_2651430_2s.flac,spoof,LA_E_2651430
data\outputA\LA_E_2651441_2s.flac,spoof,LA_E_2651441
data\outputA\LA_E_2651577_2s.flac,spoof,LA_E_2651577
data\outputA\LA_E_2651635_2s.flac,spoof,LA_E_2651635
data\outputA\LA_E_2651764_2s.flac,spoof,LA_E_2651764
data\outputA\LA_E_2651848_2s.flac,bonafide,LA_E_2651848
data\outputA\LA_E_2651877_2s.flac,spoof,LA_E_2651877
data\outputA\LA_E_2651977_2s.flac,spoof,LA_E_2651977
data\outputA\LA_E_2652133_2s.flac,spoof,LA_E_2652133
data\outputA\LA_E_2652173_2s.flac,spoof,LA_E_2652173
data\outputA\LA_E_2652426_2s.flac,bonafide,LA_E_2652426
data\outputA\LA_E_2652604_2s.flac,spoof,LA_E_2652604
data\outputA\LA_E_2653017_2s.flac,spoof,LA_E_2653017
data\outputA\LA_E_2653210_2s.flac,bonafide,LA_E_2653210
data\outputA\LA_E_2653282_2s.flac,spoof,LA_E_2653282
data\outputA\LA_E_2653291_2s.flac,spoof,LA_E_2653291
data\outputA\LA_E_2653410_2s.flac,spoof,LA_E_2653410
data\outputA\LA_E_2653441_2s.flac,bonafide,LA_E_2653441
data\outputA\LA_E_2653453_2s.flac,bonafide,LA_E_2653453
data\outputA\LA_E_2653665_2s.flac,spoof,LA_E_2653665
data\outputA\LA_E_2653998_2s.flac,bonafide,LA_E_2653998
data\outputA\LA_E_2654180_2s.flac,bonafide,LA_E_2654180
data\outputA\LA_E_2654542_2s.flac,spoof,LA_E_2654542
data\outputA\LA_E_2654741_2s.flac,bonafide,LA_E_2654741
data\outputA\LA_E_2654935_2s.flac,spoof,LA_E_2654935
data\outputA\LA_E_2655032_2s.flac,spoof,LA_E_2655032
data\outputA\LA_E_2655103_2s.flac,spoof,LA_E_2655103
data\outputA\LA_E_2655158_2s.flac,spoof,LA_E_2655158
data\outputA\LA_E_2655262_2s.flac,spoof,LA_E_2655262
data\outputA\LA_E_2655442_2s.flac,bonafide,LA_E_2655442
data\outputA\LA_E_2655686_2s.flac,spoof,LA_E_2655686
data\outputA\LA_E_2655689_2s.flac,spoof,LA_E_2655689
data\outputA\LA_E_2655773_2s.flac,bonafide,LA_E_2655773
data\outputA\LA_E_2655885_2s.flac,spoof,LA_E_2655885
data\outputA\LA_E_2655915_2s.flac,spoof,LA_E_2655915
data\outputA\LA_E_2655959_2s.flac,spoof,LA_E_2655959
data\outputA\LA_E_2656072_2s.flac,spoof,LA_E_2656072
data\outputA\LA_E_2656097_2s.flac,spoof,LA_E_2656097
data\outputA\LA_E_2656134_2s.flac,bonafide,LA_E_2656134
data\outputA\LA_E_2656169_2s.flac,spoof,LA_E_2656169
data\outputA\LA_E_2656307_2s.flac,spoof,LA_E_2656307
data\outputA\LA_E_2656325_2s.flac,spoof,LA_E_2656325
data\outputA\LA_E_2656732_2s.flac,spoof,LA_E_2656732
data\outputA\LA_E_2656776_2s.flac,spoof,LA_E_2656776
data\outputA\LA_E_2656813_2s.flac,spoof,LA_E_2656813
data\outputA\LA_E_2657196_2s.flac,spoof,LA_E_2657196
data\outputA\LA_E_2657444_2s.flac,spoof,LA_E_2657444
data\outputA\LA_E_2657495_2s.flac,spoof,LA_E_2657495
data\outputA\LA_E_2657703_2s.flac,bonafide,LA_E_2657703
data\outputA\LA_E_2657834_2s.flac,bonafide,LA_E_2657834
data\outputA\LA_E_2657856_2s.flac,spoof,LA_E_2657856
data\outputA\LA_E_2658072_2s.flac,spoof,LA_E_2658072
data\outputA\LA_E_2658384_2s.flac,bonafide,LA_E_2658384
data\outputA\LA_E_2658393_2s.flac,spoof,LA_E_2658393
data\outputA\LA_E_2658458_2s.flac,spoof,LA_E_2658458
data\outputA\LA_E_2658731_2s.flac,spoof,LA_E_2658731
data\outputA\LA_E_2658841_2s.flac,spoof,LA_E_2658841
data\outputA\LA_E_2658844_2s.flac,spoof,LA_E_2658844
data\outputA\LA_E_2658886_2s.flac,spoof,LA_E_2658886
data\outputA\LA_E_2658913_2s.flac,spoof,LA_E_2658913
data\outputA\LA_E_2658982_2s.flac,spoof,LA_E_2658982
data\outputA\LA_E_2659085_2s.flac,spoof,LA_E_2659085
data\outputA\LA_E_2659342_2s.flac,spoof,LA_E_2659342
data\outputA\LA_E_2659579_2s.flac,spoof,LA_E_2659579
data\outputA\LA_E_2659599_2s.flac,spoof,LA_E_2659599
data\outputA\LA_E_2659867_2s.flac,spoof,LA_E_2659867
data\outputA\LA_E_2660033_2s.flac,spoof,LA_E_2660033
data\outputA\LA_E_2660370_2s.flac,bonafide,LA_E_2660370
data\outputA\LA_E_2660519_2s.flac,spoof,LA_E_2660519
data\outputA\LA_E_2660711_2s.flac,spoof,LA_E_2660711
data\outputA\LA_E_2660762_2s.flac,spoof,LA_E_2660762
data\outputA\LA_E_2660891_2s.flac,bonafide,LA_E_2660891
data\outputA\LA_E_2660980_2s.flac,spoof,LA_E_2660980
data\outputA\LA_E_2661020_2s.flac,spoof,LA_E_2661020
data\outputA\LA_E_2661109_2s.flac,spoof,LA_E_2661109
data\outputA\LA_E_2661158_2s.flac,spoof,LA_E_2661158
data\outputA\LA_E_2661716_2s.flac,spoof,LA_E_2661716
data\outputA\LA_E_2661842_2s.flac,spoof,LA_E_2661842
data\outputA\LA_E_2662205_2s.flac,spoof,LA_E_2662205
data\outputA\LA_E_2662474_2s.flac,spoof,LA_E_2662474
data\outputA\LA_E_2662599_2s.flac,spoof,LA_E_2662599
data\outputA\LA_E_2662636_2s.flac,spoof,LA_E_2662636
data\outputA\LA_E_2662980_2s.flac,spoof,LA_E_2662980
data\outputA\LA_E_2663227_2s.flac,spoof,LA_E_2663227
data\outputA\LA_E_2663255_2s.flac,spoof,LA_E_2663255
data\outputA\LA_E_2663635_2s.flac,spoof,LA_E_2663635
data\outputA\LA_E_2663827_2s.flac,spoof,LA_E_2663827
data\outputA\LA_E_2663913_2s.flac,bonafide,LA_E_2663913
data\outputA\LA_E_2663947_2s.flac,spoof,LA_E_2663947
data\outputA\LA_E_2664024_2s.flac,bonafide,LA_E_2664024
data\outputA\LA_E_2664057_2s.flac,spoof,LA_E_2664057
data\outputA\LA_E_2664100_2s.flac,spoof,LA_E_2664100
data\outputA\LA_E_2664245_2s.flac,spoof,LA_E_2664245
data\outputA\LA_E_2664343_2s.flac,spoof,LA_E_2664343
data\outputA\LA_E_2664558_2s.flac,spoof,LA_E_2664558
data\outputA\LA_E_2664636_2s.flac,spoof,LA_E_2664636
data\outputA\LA_E_2665126_2s.flac,spoof,LA_E_2665126
data\outputA\LA_E_2665402_2s.flac,spoof,LA_E_2665402
data\outputA\LA_E_2665410_2s.flac,spoof,LA_E_2665410
data\outputA\LA_E_2665673_2s.flac,spoof,LA_E_2665673
data\outputA\LA_E_2665735_2s.flac,spoof,LA_E_2665735
data\outputA\LA_E_2665765_2s.flac,spoof,LA_E_2665765
data\outputA\LA_E_2665818_2s.flac,spoof,LA_E_2665818
data\outputA\LA_E_2666011_2s.flac,spoof,LA_E_2666011
data\outputA\LA_E_2666051_2s.flac,spoof,LA_E_2666051
data\outputA\LA_E_2666116_2s.flac,spoof,LA_E_2666116
data\outputA\LA_E_2666194_2s.flac,spoof,LA_E_2666194
data\outputA\LA_E_2666260_2s.flac,spoof,LA_E_2666260
data\outputA\LA_E_2666438_2s.flac,spoof,LA_E_2666438
data\outputA\LA_E_2666619_2s.flac,spoof,LA_E_2666619
data\outputA\LA_E_2666642_2s.flac,spoof,LA_E_2666642
data\outputA\LA_E_2667236_2s.flac,spoof,LA_E_2667236
data\outputA\LA_E_2667354_2s.flac,bonafide,LA_E_2667354
data\outputA\LA_E_2667748_2s.flac,spoof,LA_E_2667748
data\outputA\LA_E_2667852_2s.flac,spoof,LA_E_2667852
data\outputA\LA_E_2668145_2s.flac,spoof,LA_E_2668145
data\outputA\LA_E_2668210_2s.flac,spoof,LA_E_2668210
data\outputA\LA_E_2668548_2s.flac,spoof,LA_E_2668548
data\outputA\LA_E_2668640_2s.flac,spoof,LA_E_2668640
data\outputA\LA_E_2668648_2s.flac,spoof,LA_E_2668648
data\outputA\LA_E_2668852_2s.flac,spoof,LA_E_2668852
data\outputA\LA_E_2668897_2s.flac,spoof,LA_E_2668897
data\outputA\LA_E_2668967_2s.flac,spoof,LA_E_2668967
data\outputA\LA_E_2669327_2s.flac,spoof,LA_E_2669327
data\outputA\LA_E_2669504_2s.flac,spoof,LA_E_2669504
data\outputA\LA_E_2669803_2s.flac,spoof,LA_E_2669803
data\outputA\LA_E_2669838_2s.flac,spoof,LA_E_2669838
data\outputA\LA_E_2670070_2s.flac,spoof,LA_E_2670070
data\outputA\LA_E_2670096_2s.flac,bonafide,LA_E_2670096
data\outputA\LA_E_2670224_2s.flac,spoof,LA_E_2670224
data\outputA\LA_E_2670317_2s.flac,spoof,LA_E_2670317
data\outputA\LA_E_2670368_2s.flac,bonafide,LA_E_2670368
data\outputA\LA_E_2670525_2s.flac,bonafide,LA_E_2670525
data\outputA\LA_E_2670529_2s.flac,bonafide,LA_E_2670529
data\outputA\LA_E_2670711_2s.flac,bonafide,LA_E_2670711
data\outputA\LA_E_2670832_2s.flac,spoof,LA_E_2670832
data\outputA\LA_E_2671104_2s.flac,spoof,LA_E_2671104
data\outputA\LA_E_2671394_2s.flac,spoof,LA_E_2671394
data\outputA\LA_E_2671413_2s.flac,spoof,LA_E_2671413
data\outputA\LA_E_2671670_2s.flac,spoof,LA_E_2671670
data\outputA\LA_E_2671673_2s.flac,spoof,LA_E_2671673
data\outputA\LA_E_2671733_2s.flac,spoof,LA_E_2671733
data\outputA\LA_E_2671845_2s.flac,bonafide,LA_E_2671845
data\outputA\LA_E_2672024_2s.flac,spoof,LA_E_2672024
data\outputA\LA_E_2672272_2s.flac,spoof,LA_E_2672272
data\outputA\LA_E_2672332_2s.flac,bonafide,LA_E_2672332
data\outputA\LA_E_2672787_2s.flac,spoof,LA_E_2672787
data\outputA\LA_E_2672929_2s.flac,spoof,LA_E_2672929
data\outputA\LA_E_2673123_2s.flac,spoof,LA_E_2673123
data\outputA\LA_E_2673150_2s.flac,spoof,LA_E_2673150
data\outputA\LA_E_2673197_2s.flac,spoof,LA_E_2673197
data\outputA\LA_E_2673225_2s.flac,spoof,LA_E_2673225
data\outputA\LA_E_2673235_2s.flac,spoof,LA_E_2673235
data\outputA\LA_E_2673707_2s.flac,spoof,LA_E_2673707
data\outputA\LA_E_2673804_2s.flac,bonafide,LA_E_2673804
data\outputA\LA_E_2673807_2s.flac,spoof,LA_E_2673807
data\outputA\LA_E_2674046_2s.flac,spoof,LA_E_2674046
data\outputA\LA_E_2674310_2s.flac,bonafide,LA_E_2674310
data\outputA\LA_E_2674472_2s.flac,bonafide,LA_E_2674472
data\outputA\LA_E_2674610_2s.flac,spoof,LA_E_2674610
data\outputA\LA_E_2674799_2s.flac,spoof,LA_E_2674799
data\outputA\LA_E_2674966_2s.flac,spoof,LA_E_2674966
data\outputA\LA_E_2675000_2s.flac,spoof,LA_E_2675000
data\outputA\LA_E_2675286_2s.flac,spoof,LA_E_2675286
data\outputA\LA_E_2675326_2s.flac,spoof,LA_E_2675326
data\outputA\LA_E_2675351_2s.flac,spoof,LA_E_2675351
data\outputA\LA_E_2675365_2s.flac,spoof,LA_E_2675365
data\outputA\LA_E_2675385_2s.flac,spoof,LA_E_2675385
data\outputA\LA_E_2675397_2s.flac,spoof,LA_E_2675397
data\outputA\LA_E_2675454_2s.flac,spoof,LA_E_2675454
data\outputA\LA_E_2675474_2s.flac,spoof,LA_E_2675474
data\outputA\LA_E_2675547_2s.flac,spoof,LA_E_2675547
data\outputA\LA_E_2675677_2s.flac,spoof,LA_E_2675677
data\outputA\LA_E_2675695_2s.flac,bonafide,LA_E_2675695
data\outputA\LA_E_2675943_2s.flac,bonafide,LA_E_2675943
data\outputA\LA_E_2675962_2s.flac,spoof,LA_E_2675962
data\outputA\LA_E_2676021_2s.flac,spoof,LA_E_2676021
data\outputA\LA_E_2676085_2s.flac,spoof,LA_E_2676085
data\outputA\LA_E_2676130_2s.flac,spoof,LA_E_2676130
data\outputA\LA_E_2676419_2s.flac,spoof,LA_E_2676419
data\outputA\LA_E_2676469_2s.flac,spoof,LA_E_2676469
data\outputA\LA_E_2676498_2s.flac,spoof,LA_E_2676498
data\outputA\LA_E_2676814_2s.flac,spoof,LA_E_2676814
data\outputA\LA_E_2676998_2s.flac,spoof,LA_E_2676998
data\outputA\LA_E_2677220_2s.flac,spoof,LA_E_2677220
data\outputA\LA_E_2677330_2s.flac,spoof,LA_E_2677330
data\outputA\LA_E_2677348_2s.flac,spoof,LA_E_2677348
data\outputA\LA_E_2677485_2s.flac,spoof,LA_E_2677485
data\outputA\LA_E_2677549_2s.flac,spoof,LA_E_2677549
data\outputA\LA_E_2677662_2s.flac,spoof,LA_E_2677662
data\outputA\LA_E_2677731_2s.flac,spoof,LA_E_2677731
data\outputA\LA_E_2678202_2s.flac,spoof,LA_E_2678202
data\outputA\LA_E_2678206_2s.flac,spoof,LA_E_2678206
data\outputA\LA_E_2678373_2s.flac,spoof,LA_E_2678373
data\outputA\LA_E_2678554_2s.flac,spoof,LA_E_2678554
data\outputA\LA_E_2678731_2s.flac,spoof,LA_E_2678731
data\outputA\LA_E_2678950_2s.flac,spoof,LA_E_2678950
data\outputA\LA_E_2678962_2s.flac,spoof,LA_E_2678962
data\outputA\LA_E_2679093_2s.flac,spoof,LA_E_2679093
data\outputA\LA_E_2679417_2s.flac,spoof,LA_E_2679417
data\outputA\LA_E_2679766_2s.flac,spoof,LA_E_2679766
data\outputA\LA_E_2680384_2s.flac,spoof,LA_E_2680384
data\outputA\LA_E_2680387_2s.flac,spoof,LA_E_2680387
data\outputA\LA_E_2680844_2s.flac,spoof,LA_E_2680844
data\outputA\LA_E_2680919_2s.flac,spoof,LA_E_2680919
data\outputA\LA_E_2680981_2s.flac,spoof,LA_E_2680981
data\outputA\LA_E_2681085_2s.flac,spoof,LA_E_2681085
data\outputA\LA_E_2681183_2s.flac,bonafide,LA_E_2681183
data\outputA\LA_E_2681563_2s.flac,spoof,LA_E_2681563
data\outputA\LA_E_2681769_2s.flac,spoof,LA_E_2681769
data\outputA\LA_E_2681876_2s.flac,spoof,LA_E_2681876
data\outputA\LA_E_2682133_2s.flac,spoof,LA_E_2682133
data\outputA\LA_E_2682282_2s.flac,spoof,LA_E_2682282
data\outputA\LA_E_2682288_2s.flac,spoof,LA_E_2682288
data\outputA\LA_E_2682324_2s.flac,spoof,LA_E_2682324
data\outputA\LA_E_2682468_2s.flac,spoof,LA_E_2682468
data\outputA\LA_E_2682476_2s.flac,bonafide,LA_E_2682476
data\outputA\LA_E_2682635_2s.flac,spoof,LA_E_2682635
data\outputA\LA_E_2682772_2s.flac,bonafide,LA_E_2682772
data\outputA\LA_E_2682897_2s.flac,spoof,LA_E_2682897
data\outputA\LA_E_2682940_2s.flac,spoof,LA_E_2682940
data\outputA\LA_E_2683035_2s.flac,spoof,LA_E_2683035
data\outputA\LA_E_2683086_2s.flac,spoof,LA_E_2683086
data\outputA\LA_E_2683096_2s.flac,spoof,LA_E_2683096
data\outputA\LA_E_2683165_2s.flac,bonafide,LA_E_2683165
data\outputA\LA_E_2683202_2s.flac,spoof,LA_E_2683202
data\outputA\LA_E_2683319_2s.flac,spoof,LA_E_2683319
data\outputA\LA_E_2683346_2s.flac,spoof,LA_E_2683346
data\outputA\LA_E_2683611_2s.flac,spoof,LA_E_2683611
data\outputA\LA_E_2683796_2s.flac,spoof,LA_E_2683796
data\outputA\LA_E_2683863_2s.flac,bonafide,LA_E_2683863
data\outputA\LA_E_2684131_2s.flac,spoof,LA_E_2684131
data\outputA\LA_E_2684152_2s.flac,bonafide,LA_E_2684152
data\outputA\LA_E_2684320_2s.flac,spoof,LA_E_2684320
data\outputA\LA_E_2684331_2s.flac,spoof,LA_E_2684331
data\outputA\LA_E_2684392_2s.flac,spoof,LA_E_2684392
data\outputA\LA_E_2684769_2s.flac,spoof,LA_E_2684769
data\outputA\LA_E_2684778_2s.flac,spoof,LA_E_2684778
data\outputA\LA_E_2684828_2s.flac,spoof,LA_E_2684828
data\outputA\LA_E_2685356_2s.flac,spoof,LA_E_2685356
data\outputA\LA_E_2685403_2s.flac,spoof,LA_E_2685403
data\outputA\LA_E_2685439_2s.flac,bonafide,LA_E_2685439
data\outputA\LA_E_2685553_2s.flac,spoof,LA_E_2685553
data\outputA\LA_E_2685726_2s.flac,spoof,LA_E_2685726
data\outputA\LA_E_2685775_2s.flac,spoof,LA_E_2685775
data\outputA\LA_E_2685791_2s.flac,spoof,LA_E_2685791
data\outputA\LA_E_2685904_2s.flac,spoof,LA_E_2685904
data\outputA\LA_E_2685935_2s.flac,spoof,LA_E_2685935
data\outputA\LA_E_2686006_2s.flac,spoof,LA_E_2686006
data\outputA\LA_E_2686023_2s.flac,bonafide,LA_E_2686023
data\outputA\LA_E_2686084_2s.flac,spoof,LA_E_2686084
data\outputA\LA_E_2686222_2s.flac,spoof,LA_E_2686222
data\outputA\LA_E_2686280_2s.flac,spoof,LA_E_2686280
data\outputA\LA_E_2686314_2s.flac,spoof,LA_E_2686314
data\outputA\LA_E_2686374_2s.flac,spoof,LA_E_2686374
data\outputA\LA_E_2686412_2s.flac,spoof,LA_E_2686412
data\outputA\LA_E_2686452_2s.flac,spoof,LA_E_2686452
data\outputA\LA_E_2686799_2s.flac,spoof,LA_E_2686799
data\outputA\LA_E_2686845_2s.flac,spoof,LA_E_2686845
data\outputA\LA_E_2687069_2s.flac,spoof,LA_E_2687069
data\outputA\LA_E_2687349_2s.flac,bonafide,LA_E_2687349
data\outputA\LA_E_2687362_2s.flac,spoof,LA_E_2687362
data\outputA\LA_E_2687423_2s.flac,bonafide,LA_E_2687423
data\outputA\LA_E_2687590_2s.flac,spoof,LA_E_2687590
data\outputA\LA_E_2687599_2s.flac,spoof,LA_E_2687599
data\outputA\LA_E_2687745_2s.flac,spoof,LA_E_2687745
data\outputA\LA_E_2688045_2s.flac,spoof,LA_E_2688045
data\outputA\LA_E_2688343_2s.flac,spoof,LA_E_2688343
data\outputA\LA_E_2688368_2s.flac,spoof,LA_E_2688368
data\outputA\LA_E_2688931_2s.flac,spoof,LA_E_2688931
data\outputA\LA_E_2689054_2s.flac,spoof,LA_E_2689054
data\outputA\LA_E_2689213_2s.flac,spoof,LA_E_2689213
data\outputA\LA_E_2689345_2s.flac,spoof,LA_E_2689345
data\outputA\LA_E_2689353_2s.flac,spoof,LA_E_2689353
data\outputA\LA_E_2689365_2s.flac,bonafide,LA_E_2689365
data\outputA\LA_E_2689412_2s.flac,spoof,LA_E_2689412
data\outputA\LA_E_2689717_2s.flac,spoof,LA_E_2689717
data\outputA\LA_E_2690441_2s.flac,spoof,LA_E_2690441
data\outputA\LA_E_2690459_2s.flac,spoof,LA_E_2690459
data\outputA\LA_E_2690492_2s.flac,spoof,LA_E_2690492
data\outputA\LA_E_2690547_2s.flac,spoof,LA_E_2690547
data\outputA\LA_E_2690812_2s.flac,spoof,LA_E_2690812
data\outputA\LA_E_2690867_2s.flac,spoof,LA_E_2690867
data\outputA\LA_E_2691167_2s.flac,bonafide,LA_E_2691167
data\outputA\LA_E_2691186_2s.flac,spoof,LA_E_2691186
data\outputA\LA_E_2691471_2s.flac,spoof,LA_E_2691471
data\outputA\LA_E_2691721_2s.flac,spoof,LA_E_2691721
data\outputA\LA_E_2691765_2s.flac,spoof,LA_E_2691765
data\outputA\LA_E_2691865_2s.flac,spoof,LA_E_2691865
data\outputA\LA_E_2692009_2s.flac,spoof,LA_E_2692009
data\outputA\LA_E_2692141_2s.flac,spoof,LA_E_2692141
data\outputA\LA_E_2692209_2s.flac,spoof,LA_E_2692209
data\outputA\LA_E_2692476_2s.flac,bonafide,LA_E_2692476
data\outputA\LA_E_2692717_2s.flac,spoof,LA_E_2692717
data\outputA\LA_E_2693015_2s.flac,spoof,LA_E_2693015
data\outputA\LA_E_2693043_2s.flac,spoof,LA_E_2693043
data\outputA\LA_E_2693086_2s.flac,spoof,LA_E_2693086
data\outputA\LA_E_2693293_2s.flac,spoof,LA_E_2693293
data\outputA\LA_E_2693661_2s.flac,bonafide,LA_E_2693661
data\outputA\LA_E_2694055_2s.flac,spoof,LA_E_2694055
data\outputA\LA_E_2694315_2s.flac,bonafide,LA_E_2694315
data\outputA\LA_E_2694344_2s.flac,spoof,LA_E_2694344
data\outputA\LA_E_2694922_2s.flac,spoof,LA_E_2694922
data\outputA\LA_E_2694961_2s.flac,spoof,LA_E_2694961
data\outputA\LA_E_2695067_2s.flac,spoof,LA_E_2695067
data\outputA\LA_E_2695422_2s.flac,spoof,LA_E_2695422
data\outputA\LA_E_2695491_2s.flac,spoof,LA_E_2695491
data\outputA\LA_E_2695553_2s.flac,spoof,LA_E_2695553
data\outputA\LA_E_2695557_2s.flac,spoof,LA_E_2695557
data\outputA\LA_E_2695680_2s.flac,spoof,LA_E_2695680
data\outputA\LA_E_2695785_2s.flac,spoof,LA_E_2695785
data\outputA\LA_E_2695911_2s.flac,spoof,LA_E_2695911
data\outputA\LA_E_2696417_2s.flac,spoof,LA_E_2696417
data\outputA\LA_E_2696425_2s.flac,spoof,LA_E_2696425
data\outputA\LA_E_2696839_2s.flac,spoof,LA_E_2696839
data\outputA\LA_E_2697299_2s.flac,bonafide,LA_E_2697299
data\outputA\LA_E_2697353_2s.flac,spoof,LA_E_2697353
data\outputA\LA_E_2697571_2s.flac,spoof,LA_E_2697571
data\outputA\LA_E_2697715_2s.flac,spoof,LA_E_2697715
data\outputA\LA_E_2697783_2s.flac,spoof,LA_E_2697783
data\outputA\LA_E_2697807_2s.flac,spoof,LA_E_2697807
data\outputA\LA_E_2697894_2s.flac,spoof,LA_E_2697894
data\outputA\LA_E_2697962_2s.flac,spoof,LA_E_2697962
data\outputA\LA_E_2698042_2s.flac,spoof,LA_E_2698042
data\outputA\LA_E_2698046_2s.flac,spoof,LA_E_2698046
data\outputA\LA_E_2698075_2s.flac,spoof,LA_E_2698075
data\outputA\LA_E_2698273_2s.flac,bonafide,LA_E_2698273
data\outputA\LA_E_2698367_2s.flac,spoof,LA_E_2698367
data\outputA\LA_E_2698491_2s.flac,spoof,LA_E_2698491
data\outputA\LA_E_2699243_2s.flac,spoof,LA_E_2699243
data\outputA\LA_E_2699528_2s.flac,spoof,LA_E_2699528
data\outputA\LA_E_2699742_2s.flac,spoof,LA_E_2699742
data\outputA\LA_E_2699943_2s.flac,spoof,LA_E_2699943
data\outputA\LA_E_2700045_2s.flac,spoof,LA_E_2700045
data\outputA\LA_E_2700279_2s.flac,spoof,LA_E_2700279
data\outputA\LA_E_2700343_2s.flac,spoof,LA_E_2700343
data\outputA\LA_E_2700570_2s.flac,spoof,LA_E_2700570
data\outputA\LA_E_2700648_2s.flac,spoof,LA_E_2700648
data\outputA\LA_E_2700787_2s.flac,spoof,LA_E_2700787
data\outputA\LA_E_2700836_2s.flac,bonafide,LA_E_2700836
data\outputA\LA_E_2700849_2s.flac,spoof,LA_E_2700849
data\outputA\LA_E_2701110_2s.flac,bonafide,LA_E_2701110
data\outputA\LA_E_2701187_2s.flac,spoof,LA_E_2701187
data\outputA\LA_E_2701240_2s.flac,spoof,LA_E_2701240
data\outputA\LA_E_2701524_2s.flac,spoof,LA_E_2701524
data\outputA\LA_E_2701533_2s.flac,spoof,LA_E_2701533
data\outputA\LA_E_2701621_2s.flac,spoof,LA_E_2701621
data\outputA\LA_E_2701961_2s.flac,spoof,LA_E_2701961
data\outputA\LA_E_2702029_2s.flac,spoof,LA_E_2702029
data\outputA\LA_E_2702102_2s.flac,spoof,LA_E_2702102
data\outputA\LA_E_2702121_2s.flac,spoof,LA_E_2702121
data\outputA\LA_E_2702134_2s.flac,spoof,LA_E_2702134
data\outputA\LA_E_2702759_2s.flac,spoof,LA_E_2702759
data\outputA\LA_E_2702780_2s.flac,spoof,LA_E_2702780
data\outputA\LA_E_2703049_2s.flac,spoof,LA_E_2703049
data\outputA\LA_E_2703250_2s.flac,spoof,LA_E_2703250
data\outputA\LA_E_2703379_2s.flac,spoof,LA_E_2703379
data\outputA\LA_E_2703725_2s.flac,spoof,LA_E_2703725
data\outputA\LA_E_2703845_2s.flac,spoof,LA_E_2703845
data\outputA\LA_E_2704025_2s.flac,spoof,LA_E_2704025
data\outputA\LA_E_2704045_2s.flac,spoof,LA_E_2704045
data\outputA\LA_E_2704114_2s.flac,spoof,LA_E_2704114
data\outputA\LA_E_2704131_2s.flac,bonafide,LA_E_2704131
data\outputA\LA_E_2704146_2s.flac,spoof,LA_E_2704146
data\outputA\LA_E_2704183_2s.flac,spoof,LA_E_2704183
data\outputA\LA_E_2704321_2s.flac,spoof,LA_E_2704321
data\outputA\LA_E_2704890_2s.flac,spoof,LA_E_2704890
data\outputA\LA_E_2704972_2s.flac,bonafide,LA_E_2704972
data\outputA\LA_E_2705043_2s.flac,spoof,LA_E_2705043
data\outputA\LA_E_2705457_2s.flac,spoof,LA_E_2705457
data\outputA\LA_E_2705504_2s.flac,spoof,LA_E_2705504
data\outputA\LA_E_2705505_2s.flac,spoof,LA_E_2705505
data\outputA\LA_E_2705968_2s.flac,spoof,LA_E_2705968
data\outputA\LA_E_2706267_2s.flac,spoof,LA_E_2706267
data\outputA\LA_E_2706327_2s.flac,spoof,LA_E_2706327
data\outputA\LA_E_2706780_2s.flac,bonafide,LA_E_2706780
data\outputA\LA_E_2706860_2s.flac,bonafide,LA_E_2706860
data\outputA\LA_E_2706925_2s.flac,spoof,LA_E_2706925
data\outputA\LA_E_2706968_2s.flac,spoof,LA_E_2706968
data\outputA\LA_E_2707069_2s.flac,spoof,LA_E_2707069
data\outputA\LA_E_2707105_2s.flac,spoof,LA_E_2707105
data\outputA\LA_E_2707338_2s.flac,spoof,LA_E_2707338
data\outputA\LA_E_2707620_2s.flac,spoof,LA_E_2707620
data\outputA\LA_E_2707682_2s.flac,spoof,LA_E_2707682
data\outputA\LA_E_2708006_2s.flac,bonafide,LA_E_2708006
data\outputA\LA_E_2708231_2s.flac,spoof,LA_E_2708231
data\outputA\LA_E_2708246_2s.flac,spoof,LA_E_2708246
data\outputA\LA_E_2708658_2s.flac,spoof,LA_E_2708658
data\outputA\LA_E_2708660_2s.flac,spoof,LA_E_2708660
data\outputA\LA_E_2708738_2s.flac,bonafide,LA_E_2708738
data\outputA\LA_E_2708838_2s.flac,bonafide,LA_E_2708838
data\outputA\LA_E_2708969_2s.flac,spoof,LA_E_2708969
data\outputA\LA_E_2709722_2s.flac,bonafide,LA_E_2709722
data\outputA\LA_E_2709853_2s.flac,spoof,LA_E_2709853
data\outputA\LA_E_2710061_2s.flac,spoof,LA_E_2710061
data\outputA\LA_E_2710199_2s.flac,spoof,LA_E_2710199
data\outputA\LA_E_2710625_2s.flac,spoof,LA_E_2710625
data\outputA\LA_E_2710633_2s.flac,spoof,LA_E_2710633
